eth.src,eth.dst,ip.src,ip.dst,frame.len,frame.time_delta,frame.time_relative
"2a:4f:3a:d2:1d:b4","32:4a:68:ce:e6:a8","68.87.119.18","10.0.0.8","54","0.100184000","41.796471000"
"2a:4f:3a:d2:1d:b4","32:4a:68:ce:e6:a8","125.186.49.248","10.0.0.8","54","0.100182000","41.896653000"
"2a:4f:3a:d2:1d:b4","32:4a:68:ce:e6:a8","167.181.252.122","10.0.0.8","54","0.100216000","41.996869000"
"2a:4f:3a:d2:1d:b4","32:4a:68:ce:e6:a8","105.116.101.73","10.0.0.8","54","0.100235000","42.097104000"
"2a:4f:3a:d2:1d:b4","32:4a:68:ce:e6:a8","69.217.95.44","10.0.0.8","54","0.100202000","42.197306000"
"2a:4f:3a:d2:1d:b4","32:4a:68:ce:e6:a8","36.47.21.90","10.0.0.8","54","0.100197000","42.297503000"
"2a:4f:3a:d2:1d:b4","32:4a:68:ce:e6:a8","230.70.105.147","10.0.0.8","54","0.100218000","42.397721000"
"2a:4f:3a:d2:1d:b4","32:4a:68:ce:e6:a8","36.137.105.6","10.0.0.8","54","0.101883000","42.499604000"
"2a:4f:3a:d2:1d:b4","32:4a:68:ce:e6:a8","120.32.102.166","10.0.0.8","54","0.100251000","42.599855000"
"2a:4f:3a:d2:1d:b4","32:4a:68:ce:e6:a8","71.110.198.205","10.0.0.8","54","0.100218000","42.700073000"
"2a:4f:3a:d2:1d:b4","32:4a:68:ce:e6:a8","199.43.166.108","10.0.0.8","54","0.100274000","42.800347000"
"2a:4f:3a:d2:1d:b4","32:4a:68:ce:e6:a8","87.245.166.181","10.0.0.8","54","0.100229000","42.900576000"
"2a:4f:3a:d2:1d:b4","32:4a:68:ce:e6:a8","200.222.202.104","10.0.0.8","54","0.100235000","43.000811000"
"16:b8:cd:56:e2:0f","33:33:00:00:00:02",,,"70","16.391282000","59.392093000"
"46:54:09:27:34:55","33:33:00:00:00:02",,,"70","2.047566000","61.439659000"
"ba:6d:32:2d:99:be","33:33:00:00:00:02",,,"70","2.048203000","63.487862000"
"ba:e6:72:e9:41:20","33:33:00:00:00:02",,,"70","0.001094000","63.488956000"
"1a:c1:41:8e:91:8e","33:33:00:00:00:02",,,"70","4.094802000","67.583758000"
"5e:0b:e0:99:87:5b","33:33:00:00:00:02",,,"70","4.095962000","71.679720000"
